trial_index,arm_name,trial_status,generation_method,is_feasible,DamageStats,EconomyStats,SurvivalStats,WavesRemaining,desire_weight,economy_weight,survival_weight,damage_weight,stat_percent_weight,weapon_synergy_weight,armor_desired_wave,armor_undesired_lower,armor_desire_aggr,armor_desire_degr,attack_speed_desired_wave,attack_speed_undesired_lower,attack_speed_desire_aggr,attack_speed_desire_degr,crit_chance_desired_wave,crit_chance_undesired_lower,crit_chance_desire_aggr,crit_chance_desire_degr,dodge_desired_wave,dodge_undesired_lower,dodge_desire_aggr,dodge_desire_degr,elemental_damage_desired_wave,elemental_damage_undesired_lower,elemental_damage_desire_aggr,elemental_damage_desire_degr,engineering_desired_wave,engineering_undesired_lower,engineering_desire_aggr,engineering_desire_degr,harvesting_desired_wave,harvesting_undesired_lower,harvesting_desire_aggr,harvesting_desire_degr,hp_regeneration_desired_wave,hp_regeneration_undesired_lower,hp_regeneration_desire_aggr,hp_regeneration_desire_degr,lifesteal_desired_wave,lifesteal_undesired_lower,lifesteal_desire_aggr,lifesteal_desire_degr,luck_desired_wave,luck_undesired_lower,luck_desire_aggr,luck_desire_degr,max_hp_desired_wave,max_hp_undesired_lower,max_hp_desire_aggr,max_hp_desire_degr,melee_damage_desired_wave,melee_damage_undesired_lower,melee_damage_desire_aggr,melee_damage_desire_degr,percent_damage_desired_wave,percent_damage_undesired_lower,percent_damage_desire_aggr,percent_damage_desire_degr,ranged_damage_desired_wave,ranged_damage_undesired_lower,ranged_damage_desire_aggr,ranged_damage_desire_degr,range_desired_wave,range_undesired_lower,range_desire_aggr,range_desire_degr,speed_desired_wave,speed_undesired_lower,speed_desire_aggr,speed_desire_degr,upgrade_reroll_desired_wave,upgrade_reroll_undesired_lower,upgrade_reroll_desire_aggr,upgrade_reroll_desire_degr,shop_buy_desired_wave,shop_buy_undesired_lower,shop_buy_desire_aggr,shop_buy_desire_degr,take_desired_wave,take_undesired_lower,take_desire_aggr,take_desire_degr,character,start_weapon,difficulty,casename
10,10_0,COMPLETED,Sobol,False,-16.0,-16.0,-25.0,7.0,2.1751606268808246,1.4983872640877962,5.590182616375387,3.1044471440836787,1.5842822324484587,3.441809428855777,4,9,6.30216919677332,3.0679393489845097,12,0,12.357404846232384,7.173382383771241,15,19,4.40193850453943,15.492817167192698,7,10,1.6618198454380035,1.5500891068950295,14,11,5.979040976148099,17.539040653966367,10,4,17.249891362618655,15.14195318846032,1,6,12.478203067556024,1.5437424555420876,8,5,18.4675681325607,13.769829757977277,5,16,12.365506120491773,11.10428482433781,6,5,0.6270547225140035,7.370412210933864,6,17,18.02012665150687,12.509697528090328,14,11,15.990895289927721,5.470775013323873,15,3,1.7621159511618316,6.778283841442317,12,14,16.1194707788527,10.052240290679038,20,5,5.235443934332579,1.6301274322904646,2,15,11.438859155401587,14.412603250239044,8,18,3.5619890452362597,14.606539277825505,4,18,14.721395161468536,17.468694760464132,2,20,7.961428486276418,2.536961429286748,well_rounded,stick_1,0,WellRounded_With_Stick_trial_fdf445888d13067369679a279fc22ed2
11,11_0,COMPLETED,Sobol,False,-37.0,-71.0,-24.0,4.0,5.677699678577483,5.501232164911926,5.443106930702925,5.432791960425675,2.8108443776145577,2.024907911196351,11,13,0.8241158588789403,14.371353684924543,8,20,3.5731270760297775,19.70868764957413,0,10,3.962822728790343,13.56594381481409,4,3,16.602443446405232,15.78009636932984,4,3,3.67038677027449,10.511299828533083,14,6,14.447792759630829,1.3847627164795995,20,12,4.758195438887924,4.404474695213139,15,3,5.7225829414092,11.646936590783298,12,8,8.67834022641182,9.510935401078314,11,2,10.857348346617073,19.079338740557432,2,19,4.700858064927161,14.64024683041498,16,16,4.626813272479922,18.69711309298873,2,19,12.939544835593551,6.812594641000032,5,9,6.930675590410829,1.073986393865198,0,7,9.830451222602278,13.762066928204149,0,20,3.8284725262783468,2.4461485794745386,4,12,6.080866020638496,15.304090961813927,1,20,11.907610979862511,5.364466196857393,18,0,15.1046945839189,7.470685252454132,well_rounded,stick_1,0,WellRounded_With_Stick_trial_a891a52e4492d5b207a831c6d3356f34
12,12_0,COMPLETED,Sobol,False,-24.0,-14.0,-16.0,9.0,1.689788474701345,4.15115733537823,4.419061964377761,2.9726452976465225,3.515903548337519,1.5901504820212722,15,16,3.248293993063271,16.106837624683976,7,3,4.833300803322345,13.627488081343472,6,9,14.721197717357427,15.631136610172689,5,1,6.094187232665718,9.986563881393522,12,9,15.609690696466714,11.227786606177688,10,18,14.15164615213871,8.5494281090796,5,10,18.55475316476077,2.949624052736908,19,5,10.86362722190097,2.538257365114987,4,9,13.205126215703785,16.21364553598687,15,6,14.435011758469045,7.67201826069504,15,1,3.4391324617899954,5.068182529881597,5,18,19.388942003250122,8.581403085961938,11,2,15.525163078214973,19.01194742601365,0,9,2.8414001264609396,7.462478899862617,1,4,16.592052078340203,9.078333701007068,14,4,7.9241608013398945,17.086449953261763,13,0,19.43774787383154,16.841800808906555,1,8,16.21184523869306,1.9252986055798829,8,10,14.579931740649045,10.695934462361038,well_rounded,stick_1,0,WellRounded_With_Stick_trial_9fc4af8a4520ac9022e513975b1adc64
13,13_0,COMPLETED,Sobol,False,-29.0,-38.0,-30.0,4.0,5.336474626325071,3.873853878118098,1.7928833039477468,2.4155320078134537,4.568548574112356,4.147131134755909,17,5,6.166881879325956,15.961456757970154,13,4,15.974907837808132,17.560939624905586,2,7,5.156917912419885,9.973151829093695,18,7,4.901360253337771,2.9265948995016515,1,6,15.357189116999507,15.838373146485537,5,3,12.893601250834763,17.255985179450363,16,2,14.712406242266297,10.096984300762415,19,17,11.604565269779414,11.85489727044478,12,6,15.19196933042258,5.5119828269816935,8,12,19.347239253576845,9.126980610191822,18,6,5.693401620723307,12.512132581323385,12,15,8.205007669515908,2.6614616913720965,12,0,18.489756132476032,18.4527285695076,5,17,6.745244823861867,7.219593095593154,6,3,14.806899103801697,1.3050551353953779,7,7,11.052107330411673,11.84554313775152,7,16,15.333470235113055,8.581452792044729,20,11,18.377779042813927,18.527663404121995,15,5,7.270373770501465,17.852148204576224,well_rounded,stick_1,0,WellRounded_With_Stick_trial_71b9e07015f2dc786490037c2e28e26e
14,14_0,COMPLETED,Sobol,False,-7.0,-10.0,-39.0,7.0,5.798823925666511,3.665895610116422,5.081457885913551,2.130330404266715,2.229744516313076,2.564191607758403,20,2,4.1003705924376845,1.5016635595820844,9,19,15.053202405571938,9.790603706613183,0,16,11.106098796706647,2.593228351790458,4,1,17.772269730456173,7.339598634745926,8,18,18.51081869006157,9.877228514757007,20,16,1.0381799624301493,8.216215855441988,17,17,2.370591211132705,18.72559084650129,3,0,2.4067886625416577,5.013965125195682,11,8,19.576459916774184,13.707646849099547,5,17,15.900327955838293,7.942679268307984,10,18,15.430024001281708,8.383662300184369,11,1,3.9416457945480943,15.264663014560938,13,2,18.239859082736075,11.871355631854385,7,0,10.191176909953356,9.987414859700948,2,20,12.981253723613918,17.04595941817388,9,14,10.427172764670104,11.559890179894865,3,12,9.308503828477114,18.494136878289282,8,1,5.364868403878063,3.5376749616116285,5,5,14.173785117920488,3.076393886934966,well_rounded,stick_1,0,WellRounded_With_Stick_trial_15e11e283b3d6d7046ecea728633903b
15,15_0,COMPLETED,Sobol,False,-20.0,-30.0,-25.0,9.0,2.38392242603004,1.7065815897658467,3.2865740163251758,2.5834258310496807,2.813143785111606,1.8932849671691656,4,20,16.800141844898462,6.575837831012905,19,10,12.031164392828941,2.5572330481372774,16,10,5.96053760079667,18.74771219631657,5,12,9.799942965619266,14.265805297065526,3,17,1.883674637414515,11.757724293973297,18,20,8.415198730304837,14.023963938001543,9,5,6.723531274590641,2.103254518005997,18,12,11.161765160039067,5.765203010756522,0,0,6.201866226270795,9.478412840049714,17,1,9.64452991494909,13.283462057821453,17,2,17.304117103107274,3.9634247589856386,17,1,14.551782897207886,1.8746324889361858,16,20,17.78560367319733,1.0730155361816287,18,13,3.3144178660586476,9.478924138937145,0,7,1.9261506735347211,7.789644627366215,18,11,19.832973904907703,17.515143832657486,5,8,11.84678159467876,0.796686019282788,10,14,9.98507455131039,14.622538915835321,2,18,14.542832406237721,15.93993818294257,well_rounded,stick_1,0,WellRounded_With_Stick_trial_631ffa9d7668e4838d13182e2b90ae46
16,16_0,COMPLETED,Sobol,False,-40.0,-102.0,-27.0,5.0,4.707201695069671,2.8220606027171016,2.8984536454081535,1.2973708743229508,1.70979293435812,2.121241059154272,17,3,2.3062051441520452,18.943681760225445,20,20,16.595187302678823,14.520390772726387,10,14,11.205895008519292,8.17968313768506,6,14,10.496739651076496,19.324836193583906,13,8,19.15578584233299,0.5141639090143144,7,16,19.484161804895848,0.7668518545106053,3,3,5.439261374995112,18.147806922439486,2,18,2.7327907192520797,9.442625568248332,15,9,2.3871306786313653,13.434783119242638,11,20,0.9296757788397372,18.412591407075524,17,14,3.5274507817812264,4.228260493371636,16,3,12.386603437829763,10.999663072638214,1,8,11.023235142696649,13.978797526098788,3,13,0.6499689361080527,19.912574264686555,0,7,17.223005929030478,8.52359496615827,3,19,18.399489468429238,17.154184143524617,12,20,7.405574933160096,13.237307971343398,4,3,18.65003282437101,5.506803823634982,4,16,19.441192558035254,19.929180236998945,well_rounded,stick_1,0,WellRounded_With_Stick_trial_ada5b1788d53b7f1515c8aa441c80d9a
17,17_0,COMPLETED,Sobol,False,-20.0,-34.0,-18.0,8.0,4.160367519594729,1.175858880393207,5.261927376501262,3.863080743700266,5.858180824667215,3.805216726846993,3,9,5.223343508783728,15.396491500549018,15,3,3.1426070565357804,13.594179212581366,17,17,6.442393216304481,11.26969184866175,15,14,19.044480157084763,13.839584372472018,10,1,18.6981371617876,8.06581333046779,5,3,5.448043642565608,4.648565849289298,18,15,1.5396560234948993,6.488593340385705,16,20,15.1097078518942,12.393477987032384,18,6,14.314556648954749,7.150216625072062,8,8,3.336920937523246,1.1933565777726471,17,18,11.105277729220688,18.729408262763172,15,5,0.7991958586499095,19.277011405210942,8,16,17.617616781499237,9.545590620022267,6,13,4.822846871335059,4.536399052012712,19,13,2.590206341817975,9.697809006087482,3,12,8.53102565323934,1.5146592031233013,9,5,6.946201013866812,17.48570617241785,14,6,2.191346155013889,7.084074990823865,11,11,15.79678644426167,3.5764424190856516,well_rounded,stick_1,0,WellRounded_With_Stick_trial_31db3b979a7964ae4796434ebc523bb0
18,18_0,COMPLETED,Sobol,False,-44.0,-674.0,-29.0,3.0,5.861095496453345,2.286164284683764,4.31918144132942,1.5168398609384894,5.945634515024722,3.657751743681729,20,10,0.6996957585215569,6.345253110863268,6,3,0.9487185296602547,11.534876506309956,12,14,19.489764808211476,13.253122314810753,0,13,14.493936203885823,4.567830839660019,11,10,14.570419118739665,15.706902137491852,13,8,6.661651596426964,7.493130972143263,3,13,8.07500970037654,12.766750891692936,1,14,10.409562246408314,8.809737375471741,19,18,14.588161974679679,13.12398318760097,2,18,4.338643773924559,0.6464289259165525,9,8,7.317096925340593,17.855542274657637,5,6,12.439151466358453,12.96321820653975,11,4,4.953349383547902,18.06820703484118,7,16,13.604147761128843,1.2732589514926076,14,9,16.40535354334861,4.993715680669993,3,8,7.107076793909073,1.0656220787204802,0,0,8.911940309684724,2.31298347748816,1,14,1.5663654790259898,10.658645002637058,11,8,3.07222881866619,16.67280544852838,well_rounded,stick_1,0,WellRounded_With_Stick_trial_e5031d4c30baddaf5f10a8c6742b70f0
19,19_0,COMPLETED,Sobol,False,-24.0,-27.0,-18.0,8.0,1.7206835877150297,3.998967505991459,1.8200564328581095,1.6323683261871338,2.8644359009340405,2.206817808561027,1,11,17.422545976936817,1.2062537716701627,13,18,8.105864719487727,13.931276531424373,3,3,5.931401264388114,14.558886090759188,6,17,4.395794981624931,17.91809484641999,8,3,15.450781512074172,13.739715662784874,9,12,1.0958288121037185,17.258333587553352,4,12,3.8939167680218816,2.0348712066188455,12,18,4.024294660892338,17.02061872323975,10,19,8.889990070834756,18.617285923101008,6,10,13.222466701176018,0.8297324646264315,19,9,3.602038854267448,14.02866587555036,2,20,15.511309064924717,18.667163607198745,17,2,6.965485702734441,8.575151252094656,17,18,13.754724647849798,0.5781194744631648,18,11,19.363287181127816,1.1403288864530623,12,20,8.076484447345138,1.8665117281489074,10,20,18.37323036417365,17.18217130145058,20,12,4.866499308962375,7.933415685314685,18,11,10.120463442057371,7.976082318928093,well_rounded,stick_1,0,WellRounded_With_Stick_trial_b3d966b63a9f98676e62e1a44297f1ec
20,20_0,COMPLETED,BoTorch,False,-39.0,-29.0,-29.0,4.0,3.256364679581761,4.718557254816885,3.2880550476670516,3.473536289811102,5.220046810737582,4.039852132082363,14,8,18.592594870907682,6.973656321404714,7,12,6.765969219309614,6.271021967733104,12,6,17.58623321245147,2.4852844849583953,13,18,16.10448562687381,6.951184427664619,2,8,17.73060363870872,11.776314837651146,14,8,2.758685881548125,13.165591541357806,6,18,3.158768101012093,17.798945796440137,5,16,6.152806375995152,3.9673083351618943,1,14,12.307972416452296,6.105059208939993,18,3,7.549026835825142,10.156104688876978,8,17,10.07325903544082,5.3122155427547195,0,10,2.060223411981463,12.012182822662158,15,4,8.86148434368663,3.894829803453788,20,10,1.4948813404598948,1.029582772730513,4,11,10.644332307348053,14.648245613374028,19,9,8.440029464225654,2.919184059249156,20,9,1.723663518979322,7.447115578553907,17,2,6.5014175913177,13.800929741636255,20,19,19.808341480999385,6.275815862348717,well_rounded,stick_1,0,WellRounded_With_Stick_trial_6fb3c18ee2b4694928dbe7861e86870e
21,21_0,COMPLETED,BoTorch,False,-82.0,-73.0,-16.0,9.0,1.2544816219349015,5.6778548773306685,5.516636088548101,5.01919126975336,4.371002679593053,3.634421378780259,7,15,5.858423413211638,4.039450497182294,0,18,11.151872679822933,4.194890728150158,6,17,14.08389494032727,11.6877574991128,2,1,4.829449118605265,4.028974615952576,6,0,16.607224436495503,2.828766440578463,16,6,0.623735192146053,2.7765865656076527,6,20,13.269989038086122,15.544620306723326,9,18,3.4393501473432777,2.9686060939515544,20,6,17.791464477378828,7.0730587782699015,13,10,14.622005696286932,15.891861637457977,16,1,16.182951981722297,3.3282277888785985,6,11,17.916064213695755,3.4111099870566597,19,14,11.77234931961858,9.326780181738568,17,1,10.514144010091657,7.076152962994777,15,12,15.912273001831313,19.838909746260835,10,2,12.145810619550435,5.7771189857537575,13,4,13.330328830226213,13.8646627629874,12,7,14.12387727319248,7.65395269399374,14,9,8.569286392286283,16.920784776846727,well_rounded,stick_1,0,WellRounded_With_Stick_trial_6e58981b1d0d952da9a87d7933a2bca2
22,22_0,COMPLETED,BoTorch,False,-25.0,-66.0,-41.0,4.0,2.9112938502803445,2.8877441436052322,2.9561341358348727,1.2427864912897348,5.897117032669485,2.887478237040341,11,9,10.587941414210945,10.678455591667444,4,8,15.05364554701373,4.949121606070548,6,2,5.555710286833346,5.748595658224076,3,9,14.288888496812433,8.498842626344413,5,2,10.139959740452468,16.062638783361763,10,13,4.527750611305237,9.19343597209081,4,17,1.3003172213211656,14.20889381179586,7,17,11.853129317518324,10.362519461661577,17,10,10.11322204489261,3.865542803425342,1,9,16.50015826197341,11.24950336990878,11,2,8.010308525525033,1.858992216642946,9,13,1.6477692415937781,2.2085485458374023,0,20,9.03514252929017,10.000330613926053,12,0,7.0218288279138505,14.970940999686718,12,14,15.8762121880427,2.373167864046991,17,12,16.85848608938977,4.148561556823552,6,17,18.739852787461132,16.09543488221243,6,7,19.972206490579993,11.046253635548055,18,3,17.569170440081507,7.326308931689709,well_rounded,stick_1,0,WellRounded_With_Stick_trial_2ff46d8a8445db915ab8381704058794
23,23_0,COMPLETED,BoTorch,False,-141.0,-174.0,-51.0,3.0,1.9942871819746897,1.690450840796371,4.3230741814934595,3.0787026781717346,2.1124238485750944,4.507440462832313,1,17,10.828226431575185,7.855617016208181,14,17,18.99188428658456,10.290400702951132,17,18,12.354128741260682,19.434132121491945,6,3,10.513974754910608,3.469396057761473,18,7,16.564966856787244,13.57487885980465,2,0,4.043585298471601,7.201658728063662,2,18,15.531569706928883,12.306821063685355,18,15,0.9259883766545294,3.8536566845720497,8,0,4.199357134784515,9.354413651353513,20,7,11.359599330822862,10.69192187617912,6,10,15.141914101807007,6.068223723579356,8,20,13.55520258808621,3.3011486560625847,15,14,10.920724106717074,3.976861335823896,16,19,11.661732821926476,8.27590162079171,7,5,16.25686518212887,14.191352211379765,4,1,19.59641385784562,7.2219740741433345,10,6,7.3074430000774555,6.379318351847886,11,3,14.989910184297917,17.59292008022947,13,16,9.135867543263936,19.734331103560326,well_rounded,stick_1,0,WellRounded_With_Stick_trial_4f9cc99da67dcdd2fa2962e32b553123
24,24_0,COMPLETED,BoTorch,False,-48.0,-51.0,-19.0,9.0,1.9928680351004004,3.656856030225754,3.250558752566576,5.722845093347132,4.6791700311005116,4.642071168869734,8,3,6.393959514796734,13.001282205805182,0,15,12.209300133399665,1.0052821449935436,10,0,10.144239385146648,4.727906782180071,0,12,14.606751105282456,17.79715744080022,4,4,11.326266269665211,14.24027972528711,5,19,12.070300695952028,6.9107993501238525,2,20,14.265339327510446,16.462268569972366,6,7,6.2826818698085845,5.03568590246141,12,9,12.488474992103875,12.725701676215976,7,16,9.76639490108937,8.542915304657072,17,9,5.952604422811419,11.924192326143384,8,8,12.031534128356725,7.021084453444928,3,5,2.4300614427775145,12.872468556277454,15,3,10.39918468054384,12.924066938925534,20,2,18.099432479590178,12.210444136057049,20,10,19.039661245886236,6.550370373763144,10,11,12.64598568668589,18.369990370236337,2,2,16.85770735470578,17.586014264263213,15,9,17.300809986889362,16.511141871567816,well_rounded,stick_1,0,WellRounded_With_Stick_trial_ed9ab04d62c1254d99a4fb3672c7336c
25,25_0,COMPLETED,BoTorch,False,-17.0,-24.0,-33.0,10.0,1.2023990917950869,3.796107903122902,5.443506519310176,3.9316191375255585,4.556029135361314,2.0896846000105143,8,2,18.692035862710327,7.79864475177601,11,15,1.0788142583332956,17.307102900464088,15,15,3.5397690096870065,4.498778557404876,10,5,11.590832570567727,10.304054974578321,15,2,19.871500877197832,18.71535006770864,15,4,2.487566967494786,12.98762692604214,10,19,12.709269484505057,19.687566723208874,9,10,0.7762748165987432,1.9138479912653565,10,9,18.103429996408522,17.588472781237215,2,5,19.017773461993784,5.459028196521103,14,20,16.578046349808574,11.057776348199695,2,16,5.486159381922334,3.5170791908167303,0,11,11.644219082780182,3.3190286364406347,10,11,14.537296071182936,7.334561194758862,12,8,17.26597230648622,7.934107938315719,10,10,15.604535520076752,4.0935576991178095,12,4,8.177926716860384,2.6453608069568872,11,1,9.422299503348768,1.4152247179299593,20,20,12.081163899507374,16.553964687976986,well_rounded,stick_1,0,WellRounded_With_Stick_trial_aa76d658aeeff1d56505b4d3cc202c66
